
0, 0.000, -31.792, -3.046
1, 0.000, -31.749, -5.113
2, 0.004, -31.723, -7.204
3, 0.000, -31.650, -8.982
4, 0.004, -31.723, -10.778
5, 0.004, -31.622, -12.449
6, 0.033, -30.910, -13.542
7, 0.037, -31.361, -14.845
8, 0.025, -31.454, -15.568
9, 0.079, -30.457, -16.593
10, 0.113, -29.473, -16.888
11, 0.129, -28.948, -17.800
12, 0.175, -27.066, -17.675
13, 0.138, -27.797, -17.505
14, 0.154, -27.627, -17.810
15, 0.296, -26.844, -17.436
16, 0.200, -27.371, -17.629
17, 0.233, -26.688, -17.538
18, 0.254, -26.489, -17.261
19, 0.329, -26.559, -17.850
20, 0.321, -26.285, -17.326
21, 0.263, -27.979, -18.028
22, 0.271, -27.266, -18.894
23, 0.329, -26.455, -18.184
24, 0.362, -27.248, -18.527
25, 0.271, -28.257, -18.891
26, 0.438, -25.727, -18.562
27, 0.417, -24.491, -18.445
28, 0.400, -25.817, -18.656
29, 0.392, -25.069, -18.488
30, 0.329, -27.807, -18.850
31, 0.429, -26.254, -18.349
32, 0.483, -25.323, -18.778
33, 0.508, -23.932, -18.383
34, 0.479, -24.113, -19.068
35, 0.492, -23.509, -18.304
36, 0.571, -23.437, -18.637
37, 0.429, -26.569, -18.563
38, 0.542, -23.689, -18.871
39, 0.604, -24.319, -18.264
40, 0.546, -24.493, -18.775
41, 0.600, -23.836, -18.743
42, 0.471, -24.683, -18.281
43, 0.550, -25.142, -19.198
44, 0.513, -23.258, -18.548
45, 0.588, -24.311, -18.673
46, 0.433, -28.273, -18.655
47, 0.525, -25.363, -18.854
48, 0.500, -25.196, -19.151
49, 0.487, -24.654, -18.371
50, 0.571, -24.338, -18.611
51, 0.467, -26.919, -18.982
52, 0.521, -24.582, -18.982
53, 0.612, -22.938, -18.869
54, 0.596, -23.230, -18.652
55, 0.550, -23.874, -18.311
56, 0.521, -23.166, -18.688
57, 0.571, -24.973, -18.447
58, 0.487, -22.688, -18.950
59, 0.621, -24.075, -18.178
60, 0.508, -23.070, -17.945
61, 0.533, -23.509, -18.671
62, 0.496, -23.226, -18.316
63, 0.621, -23.396, -18.164
64, 0.471, -24.642, -18.451
65, 0.575, -22.735, -18.630
66, 0.579, -22.845, -18.472
67, 0.562, -23.560, -18.464
68, 0.612, -23.175, -17.902
69, 0.463, -25.448, -19.340
70, 0.588, -22.977, -18.870
71, 0.558, -24.067, -18.759
72, 0.633, -23.533, -18.366
73, 0.588, -22.560, -18.039
74, 0.588, -24.377, -19.251
75, 0.558, -24.130, -18.707
76, 0.567, -23.983, -18.957
77, 0.613, -23.380, -18.813
78, 0.638, -22.798, -18.798
79, 0.542, -23.890, -18.574
80, 0.596, -24.915, -19.088
81, 0.504, -26.237, -19.409
82, 0.633, -22.256, -19.040
83, 0.658, -22.806, -19.232
84, 0.708, -22.832, -18.661
85, 0.550, -24.014, -18.773
86, 0.600, -23.661, -19.091
87, 0.708, -22.588, -18.542
88, 0.562, -23.249, -18.921
89, 0.546, -25.578, -19.647
90, 0.650, -21.459, -18.316
91, 0.679, -22.439, -18.854
92, 0.567, -24.151, -19.232
93, 0.533, -22.717, -18.475
94, 0.533, -23.486, -18.827
95, 0.633, -22.805, -18.918
96, 0.608, -23.492, -18.716
97, 0.575, -24.409, -19.020
98, 0.504, -24.023, -18.762
99, 0.487, -22.824, -18.451
100, 0.533, -25.317, -19.345
101, 0.575, -23.422, -19.308
102, 0.546, -24.283, -18.523
103, 0.579, -22.854, -19.354
104, 0.525, -22.020, -18.629
105, 0.613, -23.088, -19.228
106, 0.617, -22.572, -18.884
107, 0.508, -25.294, -19.888
108, 0.621, -22.743, -18.945
109, 0.517, -23.683, -18.857
110, 0.646, -22.344, -19.060
111, 0.500, -25.863, -19.399
112, 0.608, -23.004, -19.286
113, 0.600, -23.394, -18.497
114, 0.517, -23.559, -19.029
115, 0.517, -23.084, -18.530
116, 0.625, -24.214, -18.830
