0, 0.300, -7.762, -5.184
0, 0.300, -7.573, -4.378
0, 0.280, -7.695, -4.549
0, 0.320, -7.469, -4.522
0, 0.260, -7.913, -4.695
0, 0.340, -7.516, -5.042
1, 0.240, -8.093, -4.872
1, 0.360, -7.426, -5.042
1, 0.220, -7.944, -4.716
1, 0.360, -7.644, -5.569
1, 0.320, -7.566, -5.271
1, 0.340, -7.383, -4.961
2, 0.340, -7.258, -5.337
2, 0.340, -7.450, -5.426
2, 0.300, -7.758, -4.857
2, 0.280, -7.966, -5.523
2, 0.420, -7.038, -5.204
2, 0.340, -7.385, -5.196
3, 0.320, -7.870, -5.286
3, 0.380, -7.233, -4.618
3, 0.340, -7.385, -4.732
3, 0.320, -7.621, -5.367
3, 0.380, -7.253, -4.812
3, 0.360, -7.280, -4.905
4, 0.460, -6.556, -5.065
4, 0.420, -6.831, -4.924
4, 0.240, -8.135, -4.754
4, 0.400, -6.971, -4.723
4, 0.360, -7.539, -5.073
4, 0.320, -7.707, -5.517
5, 0.220, -8.129, -5.239
5, 0.440, -6.973, -5.465
5, 0.520, -6.231, -4.771
5, 0.360, -7.633, -4.952
5, 0.340, -7.358, -5.130
5, 0.340, -7.482, -4.991
6, 0.480, -6.476, -5.011
6, 0.420, -6.986, -4.965
6, 0.480, -6.528, -5.111
6, 0.280, -7.745, -5.214
6, 0.360, -7.426, -5.229
6, 0.340, -7.352, -4.991
7, 0.320, -7.565, -4.807
7, 0.340, -7.397, -5.144
7, 0.340, -7.448, -5.380
7, 0.440, -7.095, -4.688
7, 0.320, -7.860, -5.303
7, 0.300, -7.614, -4.553
8, 0.420, -6.864, -5.087
8, 0.280, -7.782, -5.126
8, 0.380, -7.222, -4.935
8, 0.240, -7.991, -4.976
8, 0.380, -7.183, -4.831
8, 0.460, -6.803, -4.933
9, 0.300, -7.671, -4.813
9, 0.360, -7.260, -4.856
9, 0.340, -7.332, -4.788
9, 0.260, -7.951, -5.167
9, 0.400, -7.173, -4.931
9, 0.280, -7.627, -4.573
10, 0.340, -7.390, -4.779
10, 0.340, -7.432, -4.987
10, 0.340, -7.396, -5.141
10, 0.320, -7.488, -5.108
10, 0.360, -7.338, -4.854
10, 0.540, -6.292, -5.743
11, 0.400, -6.858, -5.242
11, 0.340, -7.438, -5.696
11, 0.380, -7.333, -5.414
11, 0.340, -7.489, -4.841
11, 0.320, -7.615, -5.012
11, 0.380, -7.019, -4.987
12, 0.340, -7.442, -5.206
12, 0.400, -7.111, -5.304
12, 0.300, -7.623, -5.180
12, 0.380, -7.217, -4.782
12, 0.320, -7.390, -4.689
12, 0.320, -7.640, -5.698
13, 0.280, -7.753, -5.008
13, 0.380, -7.228, -5.191
13, 0.480, -6.519, -5.129
13, 0.440, -6.635, -4.565
13, 0.320, -7.478, -5.204
13, 0.380, -7.139, -5.028
14, 0.260, -7.916, -4.953
14, 0.360, -7.527, -5.362
14, 0.320, -7.650, -4.901
14, 0.240, -8.037, -4.841
14, 0.380, -7.074, -4.772
14, 0.380, -7.253, -4.952
15, 0.300, -7.657, -5.297
15, 0.340, -7.288, -4.976
15, 0.300, -7.555, -4.921
15, 0.300, -7.778, -4.937
15, 0.520, -6.340, -4.890
15, 0.460, -6.814, -4.861
16, 0.320, -7.575, -5.318
16, 0.320, -7.618, -5.132
16, 0.280, -7.769, -4.739
16, 0.340, -7.523, -5.173
16, 0.300, -7.713, -4.948
16, 0.360, -7.367, -4.676
17, 0.320, -7.560, -5.102
17, 0.340, -7.415, -5.265
17, 0.320, -7.754, -4.761
17, 0.500, -6.278, -4.575
17, 0.320, -7.542, -4.635
17, 0.500, -6.530, -4.920
18, 0.420, -7.202, -5.842
18, 0.500, -6.748, -5.625
18, 0.260, -8.139, -4.872
18, 0.420, -6.817, -5.318
18, 0.380, -6.917, -4.533
18, 0.360, -7.304, -4.902
19, 0.320, -7.664, -5.381
19, 0.240, -8.086, -5.302
19, 0.360, -7.265, -4.818
19, 0.300, -7.437, -4.814
19, 0.360, -7.176, -4.855
19, 0.480, -6.723, -5.154
20, 0.300, -7.873, -5.276
20, 0.340, -7.485, -5.558
20, 0.440, -6.805, -5.219
20, 0.320, -7.415, -5.108
20, 0.500, -6.299, -4.742
20, 0.320, -7.510, -4.755
21, 0.460, -6.611, -5.122
21, 0.560, -6.221, -5.048
21, 0.400, -6.974, -4.994
21, 0.280, -7.719, -5.078
21, 0.360, -7.415, -5.144
21, 0.400, -7.021, -5.258
22, 0.380, -7.248, -4.871
22, 0.420, -7.332, -5.315
22, 0.300, -7.560, -5.055
22, 0.320, -7.592, -5.187
22, 0.320, -7.672, -5.357
22, 0.380, -7.064, -4.909
23, 0.520, -6.239, -5.235
23, 0.300, -7.765, -5.402
23, 0.320, -7.637, -5.050
23, 0.320, -7.493, -4.868
23, 0.320, -7.493, -5.011
23, 0.280, -7.719, -4.995
24, 0.400, -6.814, -5.196
24, 0.340, -7.455, -4.719
24, 0.380, -7.263, -5.471
24, 0.260, -7.757, -4.697
24, 0.320, -7.693, -5.295
24, 0.380, -7.235, -5.244
