0, 0.160, 2.522, 9.517
0, 0.140, 1.842, 8.518
0, 0.060, 0.756, 2.721
0, 0.040, 0.456, 5.628
0, 0.020, 0.276, 2.090
0, 0.000, 0.000, 2.339
1, 0.380, 4.878, 21.709
1, 0.480, 6.204, 16.976
1, 0.680, 8.078, 22.576
1, 0.360, 4.560, 11.205
1, 0.120, 1.972, 8.148
1, 0.120, 1.360, 7.352
2, 0.760, 10.128, 26.197
2, 0.680, 8.858, 25.610
2, 0.780, 9.121, 23.497
2, 0.620, 8.359, 26.224
2, 0.400, 4.943, 22.234
2, 0.640, 7.700, 20.939
3, 0.720, 9.131, 24.978
3, 0.780, 10.311, 26.026
3, 0.800, 10.545, 26.646
3, 0.700, 9.032, 25.954
3, 0.620, 8.057, 26.963
3, 0.700, 8.835, 24.328
