59 (59, b'Rev66', 0, 33, 32, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'BL_Wheel_8', (-0.707107, -0.0, 0.707107), (-2.887295553130609e-07, 4.0235536319377374e-07, -9.647331511257462e-08), (0.0, 0.0, 0.0, 1.0), 58)


60 (60, b'FrontLeft', 0, 34, 33, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'L_TopBase_2', (-1.0, 0.0, 0.0), (-0.0759999191525297, 0.10000046978271349, -0.04499972689629067), (0.0, 0.0, 0.0, 1.0), -1)
61 (61, b'Rigid38', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'L_TopPlate_2', (0.0, 0.0, 0.0), (-0.004052156103504347, 4.697827135080601e-07, 2.731038689328391e-07), (0.0, 0.0, 0.0, 1.0), 60)
62 (62, b'Rigid37', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'L_MC_2', (0.0, 0.0, 0.0), (0.0010548193665720351, 4.6978248945117596e-07, 2.731039334350621e-07), (0.0, 0.0, 0.0, 1.0), 61)
63 (63, b'Rigid36', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'L_BotPlate_2', (0.0, 0.0, 0.0), (-0.01399991915252985, 4.697827135080601e-07, 2.731037093677696e-07), (0.0, 0.0, 0.0, 1.0), 62)
64 (64, b'Rigid109', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_1', (0.0, 0.0, 0.0), (-0.0036271806334279653, -0.024285530217510547, 0.008282273103933434), (0.0, 0.0, 0.0, 1.0), 61)
65 (65, b'Rev110', 0, 35, 34, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_1', (-0.707107, 0.5, 0.5), (-2.4660884776969705e-08, -3.238692649360636e-07, 4.599671144106532e-07), (0.0, 0.0, 0.0, 1.0), 64)   
66 (66, b'Rigid118', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_6', (0.0, 0.0, 0.0), (-0.0036271806334279653, -0.023029530217510547, -0.011315726896066565), (0.0, 0.0, 0.0, 1.0), 61)        
67 (67, b'Rev111', 0, 36, 35, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_6', (-0.707107, -0.0, 0.707107), (-2.466084879186592e-08, -4.6278992518744566e-07, -3.6054203369183246e-07), (0.0, 0.0, 0.0, 1.0), 66)
68 (68, b'Rigid119', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_5', (0.0, 0.0, 0.0), (-0.0036271806334279653, -0.00828253021751055, -0.024285726896066562), (0.0, 0.0, 0.0, 1.0), 61)
69 (69, b'Rev112', 0, 37, 36, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_5', (-0.707107, -0.5, 0.5), (-2.4660812501450802e-08, 2.829192571485867e-07, 4.794517820157218e-07), (0.0, 0.0, 0.0, 1.0), 68)   
70 (70, b'Rigid120', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_8', (0.0, 0.0, 0.0), (-0.0036271806334279653, 0.011315469782489452, -0.023028726896066568), (0.0, 0.0, 0.0, 1.0), 61)
71 (71, b'Rev114', 0, 38, 37, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_8', (-0.707107, -0.707107, 0.0), (-2.4660804230289268e-08, 1.0342841208661746e-07, 3.405311332586175e-07), (0.0, 0.0, 0.0, 1.0), 
70)
72 (72, b'Rigid121', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_4', (0.0, 0.0, 0.0), (-0.0036271806334279653, 0.024285469782489452, -0.008282726896066565), (0.0, 0.0, 0.0, 1.0), 61)
73 (73, b'Rev113', 0, 39, 38, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_4', (-0.707107, -0.5, -0.5), (-2.4660823062447323e-08, 2.6343465894980433e-07, 8.624024979211886e-08), (0.0, 0.0, 0.0, 1.0), 72) 
74 (74, b'Rigid122', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_3', (0.0, 0.0, 0.0), (-0.0036271806334279653, -0.011315530217510548, 0.023029273103933434), (0.0, 0.0, 0.0, 1.0), 61)
75 (75, b'Rev117', 0, 40, 39, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_3', (-0.707107, 0.707107, 0.0), (-2.4660893048131238e-08, -1.6386307383382814e-07, 2.0567628521844794e-07), (0.0, 0.0, 0.0, 1.0), 74)
76 (76, b'Rigid123', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_2', (0.0, 0.0, 0.0), (-0.0036271806334279653, 0.00828246978248945, 0.024285273103933434), (0.0, 0.0, 0.0, 1.0), 61)
77 (77, b'Rev116', 0, 41, 40, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_2', (-0.707107, 0.5, -0.5), (-2.4660884957380946e-08, -3.4335393245439605e-07, 6.675563647869087e-08), (0.0, 0.0, 0.0, 1.0), 76) 
78 (78, b'Rigid124', 4, -1, -1, 0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Roller_7', (0.0, 0.0, 0.0), (-0.0036271806334279653, 0.023029469782489452, 0.011315273103933435), (0.0, 0.0, 0.0, 1.0), 61)
79 (79, b'Rev115', 0, 42, 41, 1, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, b'FL_Wheel_7', (-0.707107, 0.0, -0.707107), (-2.466084854206574e-08, 4.023552267334862e-07, -9.325054782689801e-08), (0.0, 0.0, 0.0, 1.0), 78)
